"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Glrx",1.18413719236447e-48,2.46216327809094,0.512,0.095,1.89994812514879e-44,"6","Glrx"
"Zbtb7b",2.75671850835837e-48,2.1787444573668,0.464,0.075,4.42315484666101e-44,"6","Zbtb7b"
"Ethe11",3.76243619750692e-48,3.7851910657107,0.704,0.239,6.03682887889986e-44,"6","Ethe1"
"Gss",4.36532895430807e-48,2.34875156911476,0.408,0.059,7.00417030718729e-44,"6","Gss"
"Abat",8.85434730945597e-48,2.94822981918372,0.44,0.073,1.42068002580221e-43,"6","Abat"
"Wwp2",3.97331325302783e-47,2.40767206312865,0.512,0.09,6.37518111448315e-43,"6","Wwp2"
"Ucp22",4.69401194402916e-47,2.48808430510217,0.568,0.125,7.53154216419478e-43,"6","Ucp2"
"Papss21",1.9484251258752e-46,2.76588980648968,0.528,0.109,3.12624811446677e-42,"6","Papss2"
"2900026A02Rik1",3.34505738749943e-46,2.03750746087154,0.544,0.103,5.36714457824284e-42,"6","2900026A02Rik"
"Calml4",4.14655873203897e-46,2.77251466155464,0.6,0.152,6.65315348555652e-42,"6","Calml4"
"Adck5",4.70179614157909e-46,2.25173925383736,0.376,0.052,7.54403190916365e-42,"6","Adck5"
"Pdgfa1",6.88603964066779e-46,1.85171394936435,0.592,0.129,1.10486506034515e-41,"6","Pdgfa"
"Slc16a1",7.76996615653154e-46,2.2547578487415,0.424,0.066,1.24669106981549e-41,"6","Slc16a1"
"Cyp4f16",1.20758396892175e-45,2.19958679808443,0.384,0.055,1.93756847813495e-41,"6","Cyp4f16"
"Efnb21",1.29656031840615e-45,1.95998375726985,0.56,0.112,2.08033103088267e-41,"6","Efnb2"
"Stard4",4.17492461505163e-45,2.53771333048156,0.44,0.074,6.69866654485034e-41,"6","Stard4"
"Mkrn1",1.26365253407962e-44,2.56007813750369,0.64,0.179,2.02753049093075e-40,"6","Mkrn1"
"Fahd1",1.345810675251e-44,2.15788015966671,0.408,0.063,2.15935322844022e-40,"6","Fahd1"
"Erbb2",1.46426146531324e-44,2.17284077420066,0.408,0.062,2.34940752109509e-40,"6","Erbb2"
"Trim16",1.52947101415345e-44,1.99959133622354,0.432,0.069,2.45403624220922e-40,"6","Trim16"
"Me2",1.72519519706245e-44,2.35378351942143,0.472,0.085,2.7680756936867e-40,"6","Me2"
"Cryl1",3.05426255996282e-44,2.42860569564066,0.448,0.078,4.90056427746034e-40,"6","Cryl1"
"Rfk",3.68670023096077e-44,3.18078452419358,0.624,0.184,5.91531052057656e-40,"6","Rfk"
"Myo18a1",7.54774076288423e-44,2.31659934605518,0.568,0.126,1.21103500540477e-39,"6","Myo18a"
"Ppard",1.55445566813711e-43,2.02049604590474,0.432,0.071,2.49412411952599e-39,"6","Ppard"
"Pak1",4.54032136354799e-43,1.89258950891272,0.408,0.063,7.28494562781274e-39,"6","Pak1"
"Fzd5",1.82760170808676e-42,2.07122879986612,0.384,0.058,2.9323869406252e-38,"6","Fzd5"
"Hint3",4.14093876113936e-42,2.04714330527078,0.448,0.078,6.6441362422481e-38,"6","Hint3"
"Ndfip2",4.80041736006225e-42,2.57722444550841,0.64,0.183,7.70226965421989e-38,"6","Ndfip2"
"Abcg2",5.98637747100511e-42,2.98348781280856,0.488,0.104,9.60514265222771e-38,"6","Abcg2"
"Sh3yl1",7.39681393798612e-42,2.60525824434339,0.256,0.027,1.18681879634987e-37,"6","Sh3yl1"
"Acsl3",9.68484154092327e-42,2.04009204222166,0.56,0.124,1.55393282524114e-37,"6","Acsl3"
"Frk",1.16772839867228e-41,2.46370659318452,0.328,0.045,1.87362021566967e-37,"6","Frk"
"Rhot2",1.35678634635673e-41,2.60618667124009,0.32,0.042,2.17696369272937e-37,"6","Rhot2"
"Cipc",1.51665079190992e-41,2.03848178008353,0.352,0.05,2.43346619561946e-37,"6","Cipc"
"Acox1",2.06893184661716e-41,2.28246555520799,0.6,0.15,3.31960114789724e-37,"6","Acox1"
"Noct",3.70342764841156e-41,2.48934951847056,0.312,0.041,5.94214966187635e-37,"6","Noct"
"Pik3c2b",3.77768224765999e-41,1.80231865912612,0.312,0.04,6.06129116637045e-37,"6","Pik3c2b"
"Efnb1",9.32926409953632e-41,2.03921830308928,0.48,0.093,1.4968804247706e-36,"6","Efnb1"
"Tfrc",1.0117002177998e-40,2.47583159372406,0.256,0.028,1.62327299945977e-36,"6","Tfrc"
"Tcim1",1.29172791503385e-40,2.13410467374969,0.64,0.168,2.07257743967181e-36,"6","Tcim"
"Dhcr241",1.92162095014034e-40,1.98092854354099,0.456,0.084,3.08324081450017e-36,"6","Dhcr24"
"Ptrh1",2.27852164168421e-40,2.65006382825212,0.264,0.03,3.65588797408231e-36,"6","Ptrh1"
"Irf7",2.57194856240121e-40,2.2937919271256,0.472,0.093,4.12669146837274e-36,"6","Irf7"
"Stx3",6.49347188725091e-40,2.06962603373838,0.44,0.08,1.04187756430941e-35,"6","Stx3"
"Dhrs7b",7.06934616760656e-40,2.34087754000452,0.432,0.077,1.13427659259247e-35,"6","Dhrs7b"
"Casp7",1.28706117301413e-39,2.09192203415621,0.36,0.055,2.06508965210117e-35,"6","Casp7"
"Tmcc31",1.372914446651e-39,2.91821222198279,0.568,0.148,2.20284122965153e-35,"6","Tmcc3"
"Cpt2",3.08336465096831e-39,2.14594800511985,0.304,0.04,4.94725858247865e-35,"6","Cpt2"
"Naprt",3.34397954370529e-39,2.14933845891621,0.4,0.067,5.36541517787513e-35,"6","Naprt"
"Tom1l1",3.46550657444288e-39,2.36268302734744,0.272,0.033,5.56040529869361e-35,"6","Tom1l1"
"Cmbl",5.71103360953362e-39,2.19936618982332,0.36,0.056,9.1633534264967e-35,"6","Cmbl"
"Dedd2",1.91545019620948e-38,2.03347298872878,0.328,0.047,3.07333983981811e-34,"6","Dedd2"
"Fbxo25",2.76575246689024e-38,1.88855801028125,0.48,0.096,4.43764983312539e-34,"6","Fbxo25"
"Chp21",3.23107947191529e-38,2.35514723644861,0.496,0.109,5.18426701268809e-34,"6","Chp2"
"Cbr1",5.28328115965213e-38,2.44235900053116,0.632,0.19,8.47702462066184e-34,"6","Cbr1"
"Car1",6.07227871156397e-38,6.08148723013141,0.736,0.292,9.74297119270438e-34,"6","Car1"
"Dgat1",1.06884233116217e-37,1.87628761368503,0.408,0.072,1.7149575203497e-33,"6","Dgat1"
"Slc27a4",1.09055181683314e-37,1.915852942012,0.368,0.06,1.74979039010877e-33,"6","Slc27a4"
"Hook2",1.13922630089372e-37,1.6539786089058,0.32,0.045,1.82788859978398e-33,"6","Hook2"
"Epb41l3",2.25683383466718e-37,1.91119624938623,0.296,0.04,3.62108988772349e-33,"6","Epb41l3"
"Cisd3",5.06996535014646e-37,2.25764274424597,0.424,0.078,8.13475940430999e-33,"6","Cisd3"
"Lgals31",1.02023049065593e-36,3.50227133584387,0.824,0.526,1.63695982225743e-32,"6","Lgals3"
"Tmem238",1.20041328791548e-36,2.03341381795996,0.432,0.083,1.92606312046039e-32,"6","Tmem238"
"Acad11",3.02360493944095e-36,1.72630472545571,0.352,0.056,4.851374125333e-32,"6","Acad11"
"Pfkl",4.96429527937671e-36,1.85278782175612,0.384,0.067,7.96521177575993e-32,"6","Pfkl"
"Ifngr2",5.74615431973239e-36,2.04409279086928,0.568,0.146,9.21970460601061e-32,"6","Ifngr2"
"Map7",9.7827866729292e-36,1.88016399049614,0.312,0.046,1.56964812167149e-31,"6","Map7"
"Shroom3",1.04745837939188e-35,1.80304452686069,0.352,0.057,1.68064696973427e-31,"6","Shroom3"
"Herc4",1.04980900286249e-35,1.65230280244755,0.48,0.098,1.68441854509287e-31,"6","Herc4"
"Slc30a1",1.57012382547485e-35,2.19258284718077,0.304,0.044,2.5192636779744e-31,"6","Slc30a1"
"Tuba4a",3.20789669434669e-35,2.03776532833942,0.392,0.071,5.14707024607926e-31,"6","Tuba4a"
"Stk17b",6.26578303935813e-35,2.31539237212005,0.408,0.081,1.00534488866501e-30,"6","Stk17b"
"mt-Co3",7.05839514863504e-35,1.93291504278082,0.408,0.077,1.13251950159849e-30,"6","mt-Co3"
"Ssx2ip",7.80345766933157e-35,1.59391664345373,0.344,0.055,1.25206478304425e-30,"6","Ssx2ip"
"Atp11b",1.98319232676824e-34,1.85578670001815,0.648,0.201,3.18203208829964e-30,"6","Atp11b"
"Nedd4l",3.83736336355149e-34,1.57249698413635,0.424,0.08,6.15704951681837e-30,"6","Nedd4l"
"Trim25",4.54339085924993e-34,1.81260805632415,0.512,0.12,7.28987063366651e-30,"6","Trim25"
"Dolpp1",7.23070818549148e-34,1.70514885676182,0.288,0.041,1.16016712836211e-29,"6","Dolpp1"
"Leng9",9.02328517998695e-34,2.00441105631992,0.456,0.097,1.44778610712891e-29,"6","Leng9"
"Plcl2",9.19381109585556e-34,2.28888790158973,0.264,0.035,1.47514699033002e-29,"6","Plcl2"
"Ivns1abp",9.43476520668895e-34,1.89121643625463,0.464,0.1,1.51380807741324e-29,"6","Ivns1abp"
"Dusp51",1.16620619697779e-33,2.4117672189108,0.536,0.141,1.87117784305087e-29,"6","Dusp5"
"Tmem246",1.67357430445277e-33,1.78014546072082,0.296,0.043,2.68524997149447e-29,"6","Tmem246"
"Gucd1",1.80273805278986e-33,2.48669486418789,0.336,0.056,2.89249320570134e-29,"6","Gucd1"
"Ccng2",1.91480841340183e-33,2.01770255800307,0.6,0.179,3.07231009930323e-29,"6","Ccng2"
"C77080",2.02737767995283e-33,2.00854507867646,0.496,0.115,3.25292748748432e-29,"6","C77080"
"Dhx32",2.50958914950647e-33,2.13931526561705,0.472,0.104,4.02663579038312e-29,"6","Dhx32"
"H2bc42",2.91735532832223e-33,2.3065851067,0.616,0.212,4.68089662429302e-29,"6","H2bc4"
"Gramd3",4.42666177692792e-33,2.22362450216142,0.392,0.076,7.10257882108084e-29,"6","Gramd3"
"Arrdc1",8.29100193343663e-33,2.01401038833469,0.272,0.038,1.33029126021991e-28,"6","Arrdc1"
"Gmds",1.37284233860253e-32,2.35494908468667,0.344,0.061,2.20272553228776e-28,"6","Gmds"
"Lrrc42",1.56976714677706e-32,1.96404452455894,0.376,0.07,2.51869138700379e-28,"6","Lrrc42"
"Src",3.69114904873762e-32,1.99160476055866,0.424,0.087,5.92244864869951e-28,"6","Src"
"Galnt7",8.37944592907066e-32,2.09805722160231,0.384,0.076,1.34448209931939e-27,"6","Galnt7"
"C230096K16Rik",1.4498897450013e-31,2.32702488789768,0.296,0.048,2.32634809585458e-27,"6","C230096K16Rik"
"Cs",1.46052263163935e-31,2.06174082712067,0.632,0.212,2.34340856246533e-27,"6","Cs"
"Casp8",2.80317226469941e-31,1.99523274389592,0.352,0.064,4.4976898987102e-27,"6","Casp8"
"Pyroxd1",3.03070501827507e-31,1.75482127856666,0.336,0.059,4.86276620182234e-27,"6","Pyroxd1"
"mt-Atp82",3.20294412142418e-31,1.75254367970491,0.896,0.934,5.13912384282509e-27,"6","mt-Atp8"
"Vps37b",4.55174424390555e-31,2.69838066331554,0.384,0.077,7.30327363934645e-27,"6","Vps37b"
"Fgd4",4.5544772993447e-31,1.68831774996415,0.336,0.059,7.30765882679857e-27,"6","Fgd4"
"Abr",5.12700956457261e-31,1.70777161747197,0.392,0.077,8.22628684635675e-27,"6","Abr"
"St6galnac6",5.92570298931075e-31,1.83335017127406,0.584,0.169,9.5077904463491e-27,"6","St6galnac6"
"mt-Co11",8.79455712118269e-31,2.2905529983717,0.856,0.922,1.41108669009376e-26,"6","mt-Co1"
"Zdhhc13",1.34914667021561e-30,1.79362000281157,0.28,0.043,2.16470583236095e-26,"6","Zdhhc13"
"Prelid2",1.97651572090763e-30,2.49763712786366,0.256,0.038,3.1713194741963e-26,"6","Prelid2"
"Tep1",2.33232931515349e-30,1.55439875820459,0.424,0.088,3.74222238616378e-26,"6","Tep1"
"Cib11",2.59573852664179e-30,1.93602628100205,0.632,0.209,4.16486246599675e-26,"6","Cib1"
"Acsf2",2.75200221826551e-30,2.35233250261211,0.264,0.04,4.41558755920701e-26,"6","Acsf2"
"Dgka",4.96015843119093e-30,1.73739942287365,0.464,0.11,7.95857420284585e-26,"6","Dgka"
"Gne",9.2760235263453e-30,1.96862978532525,0.336,0.062,1.4883379748021e-25,"6","Gne"
"Atg4d",1.12621029757241e-29,1.38736376858074,0.304,0.051,1.80700442245493e-25,"6","Atg4d"
"Slc40a1",1.61511582594749e-29,2.15420164904552,0.456,0.109,2.59145334273275e-25,"6","Slc40a1"
"Pcyt2",2.08216492589588e-29,1.89128696612369,0.344,0.064,3.34083362359994e-25,"6","Pcyt2"
"Ak2",2.13533310733679e-29,1.95622514458588,0.568,0.178,3.42614197072188e-25,"6","Ak2"
"Cd821",2.27638284271818e-29,1.67684273578083,0.568,0.158,3.65245627114132e-25,"6","Cd82"
"Il17rc",2.77227311073731e-29,1.60982476961959,0.52,0.135,4.44811220617802e-25,"6","Il17rc"
"AU040320",3.43046505424982e-29,1.46738111820208,0.304,0.051,5.50418117954384e-25,"6","AU040320"
"Tmem243",3.88153536213061e-29,1.52368701256281,0.392,0.081,6.22792348853856e-25,"6","Tmem243"
"Abhd6",4.14307851357572e-29,1.58074885489721,0.272,0.042,6.64756947503224e-25,"6","Abhd6"
"Fam214b",4.76988009785928e-29,1.63363573491859,0.392,0.081,7.65327261701521e-25,"6","Fam214b"
"Sipa1l3",5.55070422474554e-29,1.61639164773646,0.408,0.088,8.90610492860421e-25,"6","Sipa1l3"
"Cndp21",7.2947163360946e-29,1.87483447586826,0.48,0.119,1.17043723612638e-24,"6","Cndp2"
"Suclg2",1.02742700990762e-28,2.09533616702122,0.56,0.174,1.64850663739678e-24,"6","Suclg2"
"Rap2b",1.05805712277573e-28,2.30614355965703,0.488,0.134,1.69765265349367e-24,"6","Rap2b"
"mt-Nd4l",1.26400848697263e-28,1.73179866021067,0.352,0.068,2.02810161734758e-24,"6","mt-Nd4l"
"Plxna2",1.35950452120301e-28,1.30633436574496,0.312,0.054,2.18132500427022e-24,"6","Plxna2"
"Dstn2",1.39663950653011e-28,1.4228215655256,0.912,0.886,2.24090808822756e-24,"6","Dstn"
"Lmtk2",1.50259521275967e-28,1.41484678876191,0.28,0.045,2.41091401887289e-24,"6","Lmtk2"
"Ankrd9",1.63373611059191e-28,2.04938664426483,0.256,0.039,2.62132958944471e-24,"6","Ankrd9"
"Slc25a52",2.10303016701806e-28,2.47939679488995,0.784,0.528,3.37431190298048e-24,"6","Slc25a5"
"Vasp2",2.12217944323325e-28,1.89647971502969,0.592,0.181,3.40503691666775e-24,"6","Vasp"
"Gtpbp2",3.53339728341663e-28,1.75771145123545,0.52,0.143,5.66933594124199e-24,"6","Gtpbp2"
"Dera",1.0369749345543e-27,1.71806334790917,0.28,0.047,1.66382628249237e-23,"6","Dera"
"Grpel2",1.07821472741935e-27,1.88209444129046,0.368,0.075,1.72999553014435e-23,"6","Grpel2"
"Adipor2",1.26686979026441e-27,1.30409401456234,0.52,0.135,2.03269257847924e-23,"6","Adipor2"
"H1f21",1.39001183065192e-27,1.97317935811762,0.544,0.169,2.23027398228101e-23,"6","H1f2"
"Slc20a1",2.42245253527699e-27,2.82299281272607,0.432,0.114,3.88682509285193e-23,"6","Slc20a1"
"Mgat3",4.22482947899277e-27,1.44987206184554,0.256,0.04,6.7787388990439e-23,"6","Mgat3"
"Sema6a",4.54872737483937e-27,1.29314428426169,0.416,0.092,7.29843307292977e-23,"6","Sema6a"
"Slc35a3",5.37249884144844e-27,2.00186766099144,0.344,0.07,8.62017439110402e-23,"6","Slc35a3"
"Nck2",7.0777261011255e-27,1.74575525819886,0.256,0.041,1.13562115292559e-22,"6","Nck2"
"Trak1",1.259918251827e-26,1.64357748773646,0.536,0.154,2.02153883505642e-22,"6","Trak1"
"Lgr4",1.66639726968107e-26,1.62660463851416,0.272,0.046,2.67373441920328e-22,"6","Lgr4"
"Nudt4",2.73101150475567e-26,2.2392488809873,0.672,0.306,4.38190795938046e-22,"6","Nudt4"
"Mgat4a1",3.23194921964083e-26,1.88574873535282,0.504,0.14,5.18566252291371e-22,"6","Mgat4a"
"Arl4a1",4.5398562889508e-26,2.48632466660759,0.672,0.324,7.28419941562155e-22,"6","Arl4a"
"Mtm1",4.68949096488208e-26,1.31877254591751,0.368,0.077,7.5242882531533e-22,"6","Mtm1"
"Kbtbd11",4.9847665841151e-26,2.1384398192309,0.256,0.043,7.99805798421267e-22,"6","Kbtbd11"
"Trappc6a",5.66291063013101e-26,1.9923608567016,0.472,0.124,9.0861401060452e-22,"6","Trappc6a"
"Atp1a11",7.91043653847918e-26,2.49317951339944,0.712,0.416,1.26922954259898e-21,"6","Atp1a1"
"Tnip1",8.63354831831297e-26,1.36142091038826,0.44,0.107,1.38525282767332e-21,"6","Tnip1"
"Fuom",9.98769361198167e-26,2.11544263649854,0.44,0.112,1.60252544004246e-21,"6","Fuom"
"Pcsk7",1.0680954274554e-25,1.21165911526845,0.368,0.078,1.71375911335219e-21,"6","Pcsk7"
"Gpd2",1.26799757099449e-25,1.36251270772131,0.368,0.079,2.03450210266066e-21,"6","Gpd2"
"Cox4i11",1.50934428616344e-25,1.50800579174352,0.888,0.83,2.42174290714925e-21,"6","Cox4i1"
"mt-Nd41",1.65416802244783e-25,1.2320552125394,0.88,0.96,2.65411259201754e-21,"6","mt-Nd4"
"Prkab1",2.21457102834683e-25,1.4550165013508,0.392,0.089,3.55327921498248e-21,"6","Prkab1"
"Sdc11",2.4487945329641e-25,1.49388570611255,0.488,0.135,3.9290908281409e-21,"6","Sdc1"
"Bak1",2.73363268549971e-25,1.46268154041062,0.408,0.094,4.38611364388429e-21,"6","Bak1"
"Aldh16a1",3.08176802544251e-25,1.28496986331574,0.264,0.045,4.94469679682251e-21,"6","Aldh16a1"
"Snx15",3.26086474374038e-25,1.51420934761356,0.352,0.074,5.23205748133143e-21,"6","Snx15"
"Vsig10",3.31218025371445e-25,1.55933438383984,0.32,0.064,5.31439321708483e-21,"6","Vsig10"
"Cyp4f13",3.83522978693232e-25,1.49859007616252,0.288,0.053,6.15362619313291e-21,"6","Cyp4f13"
"Cox5b1",5.37847943166443e-25,2.04023643317707,0.792,0.625,8.62977024810558e-21,"6","Cox5b"
"Nhsl1",7.56064861717213e-25,1.38359742936989,0.368,0.081,1.21310607062527e-20,"6","Nhsl1"
"Clcn3",8.10452835360655e-25,1.67785735894489,0.336,0.071,1.30037157433617e-20,"6","Clcn3"
"Msra",1.00869955808031e-24,1.38767226484404,0.32,0.064,1.61845844093985e-20,"6","Msra"
"Unc5b",1.02895976561875e-24,1.28736208334444,0.336,0.07,1.65096594393529e-20,"6","Unc5b"
"Prdx6",1.86136336575495e-24,3.35393302896249,0.72,0.388,2.98655752035381e-20,"6","Prdx6"
"Skap2",2.01507723471969e-24,1.38396509711505,0.304,0.059,3.23319142310774e-20,"6","Skap2"
"B4galnt1",2.22224958267801e-24,1.72780855274652,0.272,0.049,3.56559945540687e-20,"6","B4galnt1"
"Abhd17b",2.6118018034383e-24,1.12908105394134,0.424,0.101,4.19063599361675e-20,"6","Abhd17b"
"Gak",5.61789610583687e-24,1.44632106540756,0.504,0.145,9.01391430181527e-20,"6","Gak"
"Cox7b1",5.93776940164172e-24,2.16847359135012,0.776,0.507,9.52715100493414e-20,"6","Cox7b"
"Nudt14",6.39305975649683e-24,1.39134275223394,0.264,0.047,1.02576643792992e-19,"6","Nudt14"
"Ptk2b1",6.46909325163503e-24,1.19404310039933,0.288,0.055,1.03796601222484e-19,"6","Ptk2b"
"Acot8",6.91796074556801e-24,1.2227697173735,0.304,0.06,1.10998680162639e-19,"6","Acot8"
"Mpst1",7.17088280477201e-24,2.23987784325878,0.536,0.174,1.15056814602567e-19,"6","Mpst"
"Gsr",8.87730960357509e-24,1.58549369193057,0.36,0.08,1.42436432589362e-19,"6","Gsr"
"Cmas",9.37305717623953e-24,1.85847303645081,0.44,0.117,1.50390702392763e-19,"6","Cmas"
"Cmpk1",1.28705862143049e-23,2.10838158351482,0.624,0.283,2.06508555808522e-19,"6","Cmpk1"
"Cox5a2",1.54031054666548e-23,2.48980968486248,0.76,0.499,2.47142827212476e-19,"6","Cox5a"
"Plcb31",1.54596365449861e-23,1.4778447253287,0.456,0.123,2.48049868364302e-19,"6","Plcb3"
"Itprid2",1.67582921735559e-23,1.4549092073326,0.568,0.18,2.68886797924705e-19,"6","Itprid2"
"Eif2s2",1.86660043964383e-23,1.98175742914623,0.824,0.709,2.99496040540853e-19,"6","Eif2s2"
"Arhgap18",1.9742779961015e-23,1.4744541153459,0.256,0.046,3.16772904474486e-19,"6","Arhgap18"
"Vaultrc5",2.44424039588107e-23,2.08417405988204,0.36,0.085,3.92178371519118e-19,"6","Vaultrc5"
"Hectd3",4.02739693408248e-23,1.43604367572253,0.28,0.054,6.46195838073534e-19,"6","Hectd3"
"Slc31a1",4.72993013651303e-23,1.28319662041498,0.424,0.108,7.58917290403516e-19,"6","Slc31a1"
"Dgkd",4.87834272985065e-23,1.16741843616099,0.312,0.065,7.82730091004537e-19,"6","Dgkd"
"Tradd",1.03577841010602e-22,1.61237880729357,0.392,0.098,1.66190645901511e-18,"6","Tradd"
"Gfpt1",1.33605859524381e-22,2.08597168841995,0.616,0.261,2.14370601606869e-18,"6","Gfpt1"
"Serhl",1.38679999681547e-22,1.33052826029031,0.4,0.099,2.22512059489042e-18,"6","Serhl"
"Fdft1",1.392256483604e-22,1.81303650699712,0.32,0.069,2.23387552794262e-18,"6","Fdft1"
"Gstk1",1.45809899235741e-22,1.47554132384884,0.28,0.055,2.33951983323746e-18,"6","Gstk1"
"Tinagl11",1.47559634560774e-22,0.658793704582625,0.32,0.068,2.36759433652762e-18,"6","Tinagl1"
"Cox6b11",1.83754923357737e-22,1.70826422848636,0.816,0.673,2.94834774527489e-18,"6","Cox6b1"
"Tmem94",2.05345335707724e-22,1.95792259398468,0.264,0.051,3.29476591143044e-18,"6","Tmem94"
"Fam102a",3.4603374142881e-22,1.70096888675072,0.344,0.079,5.55211138122525e-18,"6","Fam102a"
"Paqr4",3.96982885789967e-22,1.36448298518065,0.312,0.067,6.36959040250002e-18,"6","Paqr4"
"Fam160a2",4.57775118488391e-22,1.25270343040576,0.288,0.058,7.34500177614624e-18,"6","Fam160a2"
"Txn1",4.72522564445962e-22,1.7837745351751,0.888,0.776,7.58162454653546e-18,"6","Txn1"
"Fam234a",6.48621123826739e-22,1.79963712413726,0.48,0.141,1.04071259318e-17,"6","Fam234a"
"Agpat2",6.65492852435149e-22,1.8164426631422,0.384,0.102,1.0677832817322e-17,"6","Agpat2"
"Clybl",8.12403141437649e-22,1.63387719478876,0.336,0.077,1.30350084043671e-17,"6","Clybl"
"Serpinb1a3",8.71403124120135e-22,1.7471709471642,0.688,0.338,1.39816631265076e-17,"6","Serpinb1a"
"Usf3",9.47939560542326e-22,1.25797417025642,0.416,0.11,1.52096902489016e-17,"6","Usf3"
"Dcaf11",9.88692222758045e-22,1.30896849658191,0.48,0.135,1.58635667141528e-17,"6","Dcaf11"
"Appl2",1.07331687880289e-21,1.61768134069873,0.408,0.107,1.72213693203923e-17,"6","Appl2"
"Hpgd2",1.09648229699226e-21,1.56344107638893,0.608,0.25,1.75930584552408e-17,"6","Hpgd"
"Atp5j21",1.44469654855887e-21,1.69877741556404,0.84,0.704,2.3180156121627e-17,"6","Atp5j2"
"Sorl1",1.71731938982098e-21,1.27849376875047,0.288,0.06,2.75543896096776e-17,"6","Sorl1"
"mt-Cytb2",2.42581088493883e-21,1.09472117814398,0.904,0.996,3.89221356488436e-17,"6","mt-Cytb"
"Ptprd",2.48631539949627e-21,1.15416592173204,0.496,0.148,3.98929305849176e-17,"6","Ptprd"
"Cox8a1",2.70146842644107e-21,1.47927408910269,0.888,0.843,4.3345060902247e-17,"6","Cox8a"
"Cables1",3.05406002590926e-21,1.62686077779547,0.264,0.053,4.90023931157141e-17,"6","Cables1"
"Ppp1r15b1",4.14173661216747e-21,1.5837372553428,0.592,0.226,6.6454163942227e-17,"6","Ppp1r15b"
"Msmo11",4.57426940465459e-21,1.85354061961417,0.416,0.12,7.33941525976829e-17,"6","Msmo1"
"Etv3",4.6009679569176e-21,1.47370757426892,0.392,0.103,7.38225308687429e-17,"6","Etv3"
"Eno3",5.19789278647791e-21,3.00492796701401,0.256,0.054,8.34001897590381e-17,"6","Eno3"
"Igf2bp2",6.10917585271448e-21,1.15585130948935,0.32,0.072,9.80217265568038e-17,"6","Igf2bp2"
"Dhcr7",6.39679739696991e-21,1.29922099092989,0.256,0.049,1.02636614234382e-16,"6","Dhcr7"
"Hmgcr1",6.83834456503377e-21,1.50905288425468,0.432,0.127,1.09721238545967e-16,"6","Hmgcr"
"Esrra",6.94855911707915e-21,1.2545436787134,0.344,0.081,1.11489631033535e-16,"6","Esrra"
"Slc35f5",7.37625173987583e-21,1.38859660755557,0.512,0.16,1.18351959166308e-16,"6","Slc35f5"
"Rassf31",7.77519639887201e-21,1.14994651831522,0.408,0.107,1.24753026219901e-16,"6","Rassf3"
"Scamp21",8.043476497192e-21,1.60739383757772,0.624,0.242,1.29057580397446e-16,"6","Scamp2"
"Ddr1",8.3749537702229e-21,0.95470518217686,0.352,0.083,1.34376133243226e-16,"6","Ddr1"
"Selenbp11",9.2046497070303e-21,2.3655728108673,0.712,0.42,1.47688604549301e-16,"6","Selenbp1"
"Fmn1",1.00251654819483e-20,1.25881098502146,0.304,0.066,1.60853780157861e-16,"6","Fmn1"
"Letm1",1.00408160560325e-20,1.44289216213497,0.48,0.152,1.61104893619041e-16,"6","Letm1"
"Ctnnd1",1.040218289482e-20,1.56144183959477,0.576,0.213,1.66903024547386e-16,"6","Ctnnd1"
"Mical2",1.08732231608437e-20,1.14338713197298,0.384,0.099,1.74460865615737e-16,"6","Mical2"
"Mier3",1.32315877710442e-20,1.39410302100056,0.44,0.126,2.12300825786403e-16,"6","Mier3"
"Uqcrfs11",1.74225576752347e-20,1.96476769517549,0.648,0.318,2.7954493789914e-16,"6","Uqcrfs1"
"Prelid3b",2.18344161643047e-20,1.9571325400068,0.416,0.118,3.50333207356269e-16,"6","Prelid3b"
"Wipf2",2.45509993742592e-20,1.41821973778534,0.36,0.089,3.93920784959988e-16,"6","Wipf2"
"Pmm2",3.34668876432603e-20,1.41318723960308,0.408,0.11,5.36976212236111e-16,"6","Pmm2"
"Larp1b",3.44513129417311e-20,1.576505932015,0.312,0.072,5.52771316150075e-16,"6","Larp1b"
"Khnyn",3.44794567161459e-20,1.56529253548467,0.344,0.084,5.53222883010561e-16,"6","Khnyn"
"Chmp1a2",3.59916067166967e-20,1.5114301318127,0.584,0.217,5.77485329769399e-16,"6","Chmp1a"
"Cisd11",4.15028121817453e-20,2.13608466520011,0.52,0.205,6.65912621456104e-16,"6","Cisd1"
"Tsta3",4.46378648084362e-20,2.13983355779525,0.36,0.095,7.16214540851358e-16,"6","Tsta3"
"Prrg2",4.53297737933321e-20,1.73148302169172,0.264,0.054,7.27316220514013e-16,"6","Prrg2"
"Mlx",5.10981727035529e-20,1.2568419074868,0.416,0.115,8.19870181028506e-16,"6","Mlx"
"Cox6c2",5.44985373186036e-20,1.60520511724013,0.84,0.765,8.74429031276995e-16,"6","Cox6c"
"Nipa2",5.57794241211853e-20,1.19975603590972,0.472,0.141,8.94980860024419e-16,"6","Nipa2"
"Trp53inp21",5.90851536002798e-20,1.39434761106305,0.504,0.162,9.48021289516489e-16,"6","Trp53inp2"
"Mvp",6.16735296766747e-20,1.53363081648312,0.616,0.252,9.89551783662245e-16,"6","Mvp"
"Brpf3",6.8866079294212e-20,1.16282142614096,0.272,0.057,1.10495624227563e-15,"6","Brpf3"
